metric,game,map_id,true_creator,forced_human,forced_ai,delta_ai_minus_human,plot_forced_human,plot_forced_ai,plot_delta_ai_minus_human
design,mario,vHybWiYq,AI,1.8,1.1,-0.7,1.8,1.1,-0.7
design,mario,x3V9NLQt,Human,2.15,2.0,-0.1499999999999999,2.15,2.0,-0.1499999999999999
design,mario,xYnV8Xi7,AI,1.0,1.0,0.0,1.0,1.0,0.0
design,mario,yAXhWaGh,Human,1.0,1.0,0.0,1.0,1.0,0.0
design,sokoban,2v2qgbvC,Human,1.6,1.2,-0.40000000000000013,1.6,1.2,-0.40000000000000013
design,sokoban,3xtQxBWH,Human,3.75,2.85,-0.8999999999999999,3.75,2.85,-0.8999999999999999
design,sokoban,5Au4nrI2,Human,2.8,2.35,-0.44999999999999973,2.8,2.35,-0.44999999999999973
design,sokoban,5iXJGqnK,AI,3.45,2.8,-0.6500000000000004,3.45,2.8,-0.6500000000000004
design,sokoban,73sJaNBn,Human,2.85,2.0,-0.8500000000000001,2.85,2.0,-0.8500000000000001
design,sokoban,79DSy6TF,AI,1.3,1.45,0.1499999999999999,1.3,1.45,0.1499999999999999
design,sokoban,7V2mu5KA,Human,3.35,2.1,-1.25,3.35,2.1,-1.25
design,sokoban,8Ua6YU1D,Human,2.1,1.35,-0.75,2.1,1.35,-0.75
design,sokoban,H77pn4iQ,AI,3.9,3.1,-0.7999999999999998,3.9,3.1,-0.7999999999999998
design,sokoban,HjLVlKx4,Human,2.55,1.75,-0.7999999999999998,2.55,1.75,-0.7999999999999998
design,sokoban,Iz5BqRyu,AI,3.4,2.7,-0.6999999999999997,3.4,2.7,-0.6999999999999997
design,sokoban,LUiVjpMm,AI,2.0,1.45,-0.55,2.0,1.45,-0.55
design,sokoban,QUT4qGl2,Human,3.6,2.95,-0.6499999999999999,3.6,2.95,-0.6499999999999999
design,sokoban,QV6Qfb7T,AI,3.6,2.75,-0.8500000000000001,3.6,2.75,-0.8500000000000001
design,sokoban,ROciIZDL,Human,3.3,2.9,-0.3999999999999999,3.3,2.9,-0.3999999999999999
design,sokoban,TIXMBKaj,Human,3.05,2.7,-0.34999999999999964,3.05,2.7,-0.34999999999999964
design,sokoban,UTSKBMio,AI,3.2,2.2,-1.0,3.2,2.2,-1.0
design,sokoban,UeeTjy5b,AI,1.7,1.3,-0.3999999999999999,1.7,1.3,-0.3999999999999999
design,sokoban,Z0SxyjXq,Human,2.1,2.1,0.0,2.1,2.1,0.0
design,sokoban,aE7sjnta,AI,2.25,1.1,-1.15,2.25,1.1,-1.15
design,sokoban,bhRr4CCv,Human,3.45,3.15,-0.30000000000000027,3.45,3.15,-0.30000000000000027
design,sokoban,cHhvQJlr,AI,2.25,2.0,-0.25,2.25,2.0,-0.25
design,sokoban,cTxMstwv,AI,3.15,2.3,-0.8500000000000001,3.15,2.3,-0.8500000000000001
design,sokoban,extLxWet,AI,2.5,2.05,-0.4500000000000002,2.5,2.05,-0.4500000000000002
design,sokoban,f8sbFI0a,Human,3.2,2.65,-0.5500000000000003,3.2,2.65,-0.5500000000000003
design,sokoban,iJNJxWfZ,Human,3.45,2.95,-0.5,3.45,2.95,-0.5
design,sokoban,ij6onaGt,AI,3.25,2.6,-0.6499999999999999,3.25,2.6,-0.6499999999999999
design,sokoban,oHSLE5UO,AI,1.65,1.2,-0.44999999999999996,1.65,1.2,-0.44999999999999996
design,sokoban,t7mUz3Qe,Human,1.8,1.3,-0.5,1.8,1.3,-0.5
design,sokoban,wSCVt298,AI,1.35,1.25,-0.10000000000000009,1.35,1.25,-0.10000000000000009
