metric,game,map_id,run_index,true_creator,forced_human,forced_ai,delta_ai_minus_human,plot_forced_human,plot_forced_ai,plot_delta_ai_minus_human
challenging,mario,xYnV8Xi7,3,AI,1.0,5.0,4.0,1.0,5.0,4.0
challenging,mario,xYnV8Xi7,4,AI,5.0,1.0,-4.0,5.0,1.0,-4.0
challenging,mario,xYnV8Xi7,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,xYnV8Xi7,6,AI,5.0,5.0,0.0,5.0,5.0,0.0
challenging,mario,xYnV8Xi7,7,AI,2.0,5.0,3.0,2.0,5.0,3.0
challenging,mario,xYnV8Xi7,8,AI,4.0,5.0,1.0,4.0,5.0,1.0
challenging,mario,xYnV8Xi7,9,AI,1.0,4.0,3.0,1.0,4.0,3.0
challenging,mario,xYnV8Xi7,10,AI,1.0,3.0,2.0,1.0,3.0,2.0
challenging,mario,xYnV8Xi7,11,AI,1.0,5.0,4.0,1.0,5.0,4.0
challenging,mario,xYnV8Xi7,12,AI,2.0,5.0,3.0,2.0,5.0,3.0
challenging,mario,xYnV8Xi7,13,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
challenging,mario,xYnV8Xi7,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,xYnV8Xi7,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,xYnV8Xi7,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,xYnV8Xi7,17,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,mario,xYnV8Xi7,18,AI,1.0,5.0,4.0,1.0,5.0,4.0
challenging,mario,xYnV8Xi7,19,AI,5.0,5.0,0.0,5.0,5.0,0.0
challenging,mario,xYnV8Xi7,20,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,mario,yAXhWaGh,1,Human,1.0,4.0,3.0,1.0,4.0,3.0
challenging,mario,yAXhWaGh,2,Human,5.0,2.0,-3.0,5.0,2.0,-3.0
challenging,mario,yAXhWaGh,3,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,yAXhWaGh,4,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,mario,yAXhWaGh,5,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,mario,yAXhWaGh,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,yAXhWaGh,7,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,mario,yAXhWaGh,8,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,mario,yAXhWaGh,9,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,mario,yAXhWaGh,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,mario,yAXhWaGh,11,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,mario,yAXhWaGh,12,Human,5.0,2.0,-3.0,5.0,2.0,-3.0
challenging,mario,yAXhWaGh,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,mario,yAXhWaGh,14,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,mario,yAXhWaGh,15,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,mario,yAXhWaGh,16,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,mario,yAXhWaGh,17,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,mario,yAXhWaGh,18,Human,5.0,1.0,-4.0,5.0,1.0,-4.0
challenging,mario,yAXhWaGh,19,Human,5.0,1.0,-4.0,5.0,1.0,-4.0
challenging,mario,yAXhWaGh,20,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,1,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,2,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,3,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,5,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,9,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,2v2qgbvC,10,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,11,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,13,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,14,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,15,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,2v2qgbvC,16,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,17,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,19,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,2v2qgbvC,20,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,3xtQxBWH,1,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,3xtQxBWH,2,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,3xtQxBWH,3,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,3xtQxBWH,4,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,3xtQxBWH,5,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,3xtQxBWH,6,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,3xtQxBWH,7,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,3xtQxBWH,8,Human,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,3xtQxBWH,9,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,3xtQxBWH,10,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,3xtQxBWH,11,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,3xtQxBWH,12,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,3xtQxBWH,13,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,3xtQxBWH,14,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,3xtQxBWH,15,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,3xtQxBWH,16,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,3xtQxBWH,17,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,3xtQxBWH,18,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,3xtQxBWH,19,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,3xtQxBWH,20,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5Au4nrI2,1,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5Au4nrI2,2,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,3,Human,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,5Au4nrI2,4,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,5,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,6,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,5Au4nrI2,7,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,5Au4nrI2,8,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,5Au4nrI2,9,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5Au4nrI2,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,5Au4nrI2,11,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,5Au4nrI2,13,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,14,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,5Au4nrI2,15,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,5Au4nrI2,16,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5Au4nrI2,17,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5Au4nrI2,18,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,5Au4nrI2,19,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5Au4nrI2,20,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,5iXJGqnK,1,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,5iXJGqnK,2,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,5iXJGqnK,3,AI,1.0,4.0,3.0,1.0,4.0,3.0
challenging,sokoban,5iXJGqnK,4,AI,1.0,3.0,2.0,1.0,3.0,2.0
challenging,sokoban,5iXJGqnK,5,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5iXJGqnK,6,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,5iXJGqnK,7,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,5iXJGqnK,8,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,5iXJGqnK,9,AI,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5iXJGqnK,10,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,5iXJGqnK,11,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,5iXJGqnK,12,AI,2.0,4.0,2.0,2.0,4.0,2.0
challenging,sokoban,5iXJGqnK,13,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,5iXJGqnK,14,AI,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,5iXJGqnK,15,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,5iXJGqnK,16,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,5iXJGqnK,17,AI,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,5iXJGqnK,18,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,5iXJGqnK,19,AI,2.0,4.0,2.0,2.0,4.0,2.0
challenging,sokoban,5iXJGqnK,20,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,73sJaNBn,1,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,73sJaNBn,2,Human,2.0,4.0,2.0,2.0,4.0,2.0
challenging,sokoban,73sJaNBn,3,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,73sJaNBn,4,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,73sJaNBn,5,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,73sJaNBn,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,73sJaNBn,7,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,73sJaNBn,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,73sJaNBn,9,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,73sJaNBn,10,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,73sJaNBn,11,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,73sJaNBn,12,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,73sJaNBn,13,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,73sJaNBn,14,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,73sJaNBn,15,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,73sJaNBn,16,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,73sJaNBn,17,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,73sJaNBn,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,73sJaNBn,19,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,73sJaNBn,20,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,79DSy6TF,1,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,2,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,5,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,6,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,9,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,79DSy6TF,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,12,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,79DSy6TF,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,79DSy6TF,20,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,7V2mu5KA,1,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,7V2mu5KA,2,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,3,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,7V2mu5KA,4,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,7V2mu5KA,5,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,6,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,7V2mu5KA,8,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,7V2mu5KA,9,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,11,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,7V2mu5KA,12,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,7V2mu5KA,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,14,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,15,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,16,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,7V2mu5KA,17,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,7V2mu5KA,18,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,7V2mu5KA,19,Human,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,7V2mu5KA,20,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,8Ua6YU1D,1,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,2,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,3,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,8Ua6YU1D,4,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,5,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,8Ua6YU1D,6,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,7,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,8,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,9,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,8Ua6YU1D,10,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,11,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,8Ua6YU1D,12,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,13,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,14,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,8Ua6YU1D,15,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,16,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,8Ua6YU1D,17,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,8Ua6YU1D,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,19,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,8Ua6YU1D,20,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,H77pn4iQ,1,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,H77pn4iQ,2,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
challenging,sokoban,H77pn4iQ,3,AI,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,H77pn4iQ,4,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,H77pn4iQ,5,AI,3.0,4.0,1.0,3.0,4.0,1.0
challenging,sokoban,H77pn4iQ,6,AI,3.0,4.0,1.0,3.0,4.0,1.0
challenging,sokoban,H77pn4iQ,7,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,H77pn4iQ,8,AI,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,H77pn4iQ,9,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,H77pn4iQ,10,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,H77pn4iQ,11,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,H77pn4iQ,12,AI,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,H77pn4iQ,13,AI,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,H77pn4iQ,14,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,H77pn4iQ,15,AI,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,H77pn4iQ,16,AI,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,H77pn4iQ,17,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,H77pn4iQ,18,AI,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,H77pn4iQ,19,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,H77pn4iQ,20,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,HjLVlKx4,1,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,HjLVlKx4,2,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,HjLVlKx4,3,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,HjLVlKx4,4,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,HjLVlKx4,5,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,6,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,7,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,HjLVlKx4,8,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,HjLVlKx4,9,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,HjLVlKx4,10,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,11,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,12,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,HjLVlKx4,13,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,14,Human,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,HjLVlKx4,15,Human,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,HjLVlKx4,16,Human,3.0,1.0,-2.0,3.0,1.0,-2.0
challenging,sokoban,HjLVlKx4,17,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,18,Human,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,HjLVlKx4,19,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,HjLVlKx4,20,Human,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,Iz5BqRyu,1,AI,4.0,2.0,-2.0,4.0,2.0,-2.0
challenging,sokoban,Iz5BqRyu,2,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,Iz5BqRyu,3,AI,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,Iz5BqRyu,4,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,Iz5BqRyu,5,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,Iz5BqRyu,6,AI,4.0,4.0,0.0,4.0,4.0,0.0
challenging,sokoban,Iz5BqRyu,7,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,Iz5BqRyu,8,AI,3.0,4.0,1.0,3.0,4.0,1.0
challenging,sokoban,Iz5BqRyu,9,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,Iz5BqRyu,10,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,Iz5BqRyu,11,AI,4.0,1.0,-3.0,4.0,1.0,-3.0
challenging,sokoban,Iz5BqRyu,12,AI,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,Iz5BqRyu,13,AI,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,Iz5BqRyu,14,AI,2.0,3.0,1.0,2.0,3.0,1.0
challenging,sokoban,Iz5BqRyu,15,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,Iz5BqRyu,16,AI,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,Iz5BqRyu,17,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,Iz5BqRyu,18,AI,2.0,1.0,-1.0,2.0,1.0,-1.0
challenging,sokoban,Iz5BqRyu,19,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,Iz5BqRyu,20,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,LUiVjpMm,1,AI,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,LUiVjpMm,2,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,LUiVjpMm,3,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,4,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,5,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,LUiVjpMm,6,AI,1.0,2.0,1.0,1.0,2.0,1.0
challenging,sokoban,LUiVjpMm,7,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,8,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,9,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,10,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,11,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,12,AI,1.0,3.0,2.0,1.0,3.0,2.0
challenging,sokoban,LUiVjpMm,13,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,14,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,15,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,16,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,17,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,18,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,19,AI,1.0,1.0,0.0,1.0,1.0,0.0
challenging,sokoban,LUiVjpMm,20,AI,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,1,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,2,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,3,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,4,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,QUT4qGl2,5,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,6,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,QUT4qGl2,7,Human,4.0,3.0,-1.0,4.0,3.0,-1.0
challenging,sokoban,QUT4qGl2,8,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,QUT4qGl2,9,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,QUT4qGl2,10,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,QUT4qGl2,11,Human,3.0,2.0,-1.0,3.0,2.0,-1.0
challenging,sokoban,QUT4qGl2,12,Human,2.0,2.0,0.0,2.0,2.0,0.0
challenging,sokoban,QUT4qGl2,13,Human,3.0,3.0,0.0,3.0,3.0,0.0
challenging,sokoban,QUT4qGl2,14,Human,3.0,3.0,0.0,3.0,3.0,0.0
